"brewery_id","beer_name","beer_id","abv","ibu","style","ounces"
135,"Clear Creek Ice",2280,0.062,NA,"American Pale Lager",12
135,"Mountain Crest",2279,0.055,NA,"American Pale Lager",16
135,"Mountain Crest",2278,0.055,NA,"American Pale Lager",12
135,"Mountain Creek (2013)",2277,0.055,NA,"American Pale Lager",12
135,"Boxer",2276,0.05,NA,"American Adjunct Lager",24
135,"Boxer Light",2275,0.042,NA,"Light Lager",12
135,"Boxer Ice",2274,0.055,NA,"American Adjunct Lager",12
135,"Boxer",2273,0.05,NA,"American Adjunct Lager",12
136,"Morning Wood Wheat (Current)",2360,0.059,14,"American Pale Wheat Ale",12
136,"Hideout Helles",1463,0.069,17,"Munich Helles Lager",12
136,"Dead Eye Dunkel",1462,0.06,15,"Munich Dunkel Lager",12
136,"Peacemaker Pilsner",1461,0.058,21,"Czech Pilsener",12
136,"Over the Rail Pale Ale",711,0.057,68,"American Pale Ale (APA)",12
136,"Pallavicini Pilsner (2009)",188,0.058,21,"Czech Pilsener",12
136,"Morning Wood Wheat (Current)",130,0.059,14,"American Pale Wheat Ale",12
137,"Porter Culture",2357,0.065,NA,"American Porter",12
138,"Sietsema Red Label",2353,0.069,NA,"Cider",16
39204,"Extra Pale Ale",2352,0.053,49,"American Pale Ale (APA)",12
140,"Behemoth",2351,0.05,NA,"American Pilsner",12
140,"Arkansas Red",1650,0.052,NA,"American Amber / Red Ale",12
140,"Core Oatmeal Stout",1337,0.057,NA,"Oatmeal Stout",12
140,"Core ESB",1336,0.061,NA,"Extra Special / Strong Bitter (ESB)",12
141,"Oklahoma Suks",2350,0.048,32,"American Amber / Red Ale",12
141,"Power & Light",2301,0.055,42,"American Pale Ale (APA)",12
141,"White Rabbit ",1904,0.059,27,"Witbier",12
142,"Cubano Espresso",2349,0.055,25,"Bock",12
142,"Operation Homefront",2014,0.062,65,"American IPA",12
142,"Wandering Pelican",2013,0.082,65,"American Black Ale",12
142,"Sugar Plum",2012,0.055,NA,"American Brown Ale",12
142,"Oktoberfest",2011,0.055,NA,"Märzen / Oktoberfest",12
142,"Puppy's Breath Porter",2010,0.06,NA,"American Porter",12
142,"Happening Now",2009,0.045,NA,"American IPA",12
142,"Hopped on the High Seas (Hop #529)",1726,0.07,60,"American IPA",12
142,"Hopped on the High Seas (Calypso)",1725,0.07,60,"American IPA",12
142,"Wiregrass Post-Prohibition Ale",1695,0.063,NA,"American Pale Ale (APA)",12
142,"Dry-Hopped On The High Seas Caribbean-Style IPA",1694,0.07,60,"American IPA",12
142,"Hopped on the High Seas (Citra)",1693,0.07,60,"American IPA",12
142,"Hopped on the High Seas (Ahtanum)",1692,0.07,60,"American IPA",12
142,"Gwar Beer",1369,0.055,NA,"American Pale Ale (APA)",12
142,"Tropical Heatwave",1243,0.052,NA,"American Pale Wheat Ale",16
142,"Humidor Series India Pale Ale",1142,0.075,70,"American IPA",12
142,"Jai Alai IPA Aged on White Oak",1141,0.075,70,"American IPA",12
142,"José Martí American Porter",1140,0.08,65,"American Porter",12
142,"Invasion Pale Ale",1139,0.05,NA,"American Pale Ale (APA)",12
142,"Maduro Brown Ale",1138,0.055,25,"English Brown Ale",12
142,"Maduro Brown Ale",571,0.055,25,"American Brown Ale",12
142,"Hotter Than Helles Lager",570,0.05,NA,"Munich Helles Lager",12
142,"Tocobaga Red Ale",569,0.072,75,"American Amber / Red Ale",12
142,"Jai Alai IPA",546,0.075,70,"American IPA",12
142,"Florida Cracker Belgian Wit",545,0.05,18,"Witbier",12
143,"Hunny Do Wheat",2347,0.048,18,"American Pale Wheat Ale",12
143,"Three Way Pale Ale",1781,0.052,NA,"American Pale Ale (APA)",12
143,"Rise to the Top",1780,0.041,NA,"Cream Ale",12
143,"Lost Trout Brown Ale",1779,0.049,NA,"American Brown Ale",12
144,"Gansett Light",2345,0.037,10,"Light Lager",16
144,"Bohemian Pils",2224,0.052,30,"American Pilsner",16
144,"Autocrat Coffee Milk Stout",1775,0.053,30,"Milk / Sweet Stout",16
144,"Narragansett Bohemian Pilsner",1291,0.086,35,"German Pilsener",16
144,"Narragansett Summer Ale",1093,0.042,24,"American Pale Wheat Ale",12
144,"Narragansett Cream Ale",580,0.05,22,"Cream Ale",16
144,"Narragansett Summer Ale",403,0.042,24,"American Pale Wheat Ale",16
144,"Narragansett Porter",316,0.07,22,"American Porter",16
144,"Narragansett Bock",315,0.065,32,"Bock",16
144,"Narragansett Fest Lager",314,0.055,15,"Märzen / Oktoberfest",16
145,"Little Red Cap",2339,0.063,43,"Altbier",12
146,"Shark Tracker Light lager",2338,0.048,NA,"Light Lager",12
146,"Pumple Drumkin",1365,0.06,NA,"Pumpkin Ale",12
146,"Grey Lady",1094,0.045,NA,"Witbier",12
146,"Summer of Lager",657,0.062,NA,"Munich Helles Lager",12
146,"Indie Pale Ale",656,0.065,NA,"American IPA",12
146,"Sankaty Light Lager",359,0.038,NA,"Light Lager",12
146,"Whale's Tale Pale Ale",56,0.056,NA,"English Pale Ale",12
147,"Charlie's Rye IPA",2337,0.06,NA,"American IPA",16
148,"New Cleveland Palesner",2336,0.05,NA,"American Pilsner",12
149,"Perpetual Darkness",2335,0.092,72,"Belgian Strong Dark Ale",12
149,"Clan Warrior",2334,0.087,29,"Scotch Ale / Wee Heavy",12
149,"Psycho Penguin Vanilla Porter",2333,0.054,36,"American Porter",12
149,"Heliocentric Hefeweizen",1721,0.047,NA,"Hefeweizen",12
149,"Ghose Drifter Pale Ale",1720,0.051,NA,"American Pale Ale (APA)",12
149,"Ghost Rider Pale Ale (2013)",1431,0.051,NA,"American Pale Ale (APA)",12
149,"Helios Hefeweizen (2013)",1430,0.047,NA,"Hefeweizen",12
150,"Deadeye Jack",2332,0.06,NA,"American Porter",12
150,"Pistols at Dawn",2330,0.075,NA,"American Stout",16
150,"Peacemaker Pale Ale",2329,0.057,47,"American Pale Ale (APA)",12
150,"Shotgun Betty",2327,0.058,11,"Hefeweizen",12
150,"Sweet Josie",2326,0.061,30,"American Brown Ale",12
151,"Watershed IPA",2331,0.067,70,"American IPA",12
151,"Oakshire Amber Ale",1669,0.054,24,"American Amber / Red Ale",12
151,"Overcast Espresso Stout",1668,0.058,27,"American Stout",12
151,"Watershed IPA (2013)",999,0.067,70,"American IPA",12
152,"Fort Pitt Ale",2322,NA,NA,"American Amber / Red Ale",12
153,"Turnrow Harvest Ale",2321,0.055,NA,"American Blonde Ale",12
153,"Juke Joint IPA",1755,0.07,60,"American IPA",12
153,"Parade Ground Coffee Porter",1754,0.07,35,"American Porter",12
153,"Tin Roof Watermelon Wheat",1428,0.05,21,"Fruit / Vegetable Beer",12
153,"Tin Roof Blonde Ale",529,0.045,18,"American Blonde Ale",12
153,"Voodoo Bengal Pale Ale",495,0.055,37,"American Pale Ale (APA)",12
153,"Perfect Tin Amber",494,0.045,28,"American Amber / Red Ale",12
154,"Knotty Blonde Ale",2319,0.04,18,"American Blonde Ale",12
154,"Fivepine Chocolate Porter",2317,0.062,40,"American Porter",12
154,"Hoodoo Voodoo IPA",2316,0.062,82,"American IPA",12
155,"Ginja Ninja",2318,0.06,NA,"Cider",12
155,"Cherried Away",2170,0.06,NA,"Cider",12
155,"Rhubarbarian",2169,0.06,NA,"Cider",12
155,"BrightCider",1502,0.06,NA,"Cider",12
156,"Hopportunity Knocks IPA",2315,0.068,100,"American IPA",12
156,"Pilot Rock Porter",1808,0.06,NA,"American Porter",12
156,"Caldera Pale Ale",1419,0.056,55,"American Pale Ale (APA)",12
156,"Lawnmower Lager",878,0.039,16,"American Adjunct Lager",12
156,"Ashland Amber Ale (2009)",794,0.054,24,"American Amber / Red Ale",12
156,"Caldera IPA (2009)",793,0.061,94,"American IPA",12
156,"Caldera IPA (2007)",792,0.061,94,"American IPA",12
156,"Caldera Pale Ale (2010)",791,0.056,55,"American Pale Ale (APA)",12
156,"Caldera Pale Ale (2009)",790,0.056,55,"American Pale Ale (APA)",12
156,"Caldera Pale Ale (2005)",789,0.056,55,"American Pale Ale (APA)",12
156,"Caldera Pale Ale (2007)",788,0.056,55,"American Pale Ale (APA)",12
156,"Caldera Pale Ale (2011)",38,0.056,55,"American Pale Ale (APA)",12
156,"Ashland Amber Ale",37,0.054,24,"American Amber / Red Ale",12
156,"Caldera IPA",36,0.061,94,"American IPA",12
157,"Wild Trail Pale Ale",2314,0.057,44,"American Pale Ale (APA)",12
157,"Mothman Black IPA",2313,0.067,71,"American Black Ale",12
158,"Camelback",2312,0.061,60,"American IPA",12
159,"Knotty Pine",2311,0.054,NA,"American Pale Ale (APA)",12
159,"Lumberyard Pilsner",1153,0.053,20,"American Pilsner",12
159,"Lumberyard IPA",355,0.061,NA,"American IPA",12
159,"Lumberyard Red Ale",125,0.058,NA,"American Amber / Red Ale",12
160,"PUNK'N",2310,0.05,10,"Pumpkin Ale",12
160,"Yard Sale Winter Lager",2100,0.04,22,"American Amber / Red Lager",12
160,"Trader Session IPA",1925,0.04,42,"American IPA",12
160,"Hop Nosh IPA",1723,0.073,83,"American IPA",12
160,"SUM'R",1212,0.04,17,"American Blonde Ale",12
160,"Organic Baba Black Lager",1097,0.04,32,"Schwarzbier",12
160,"Hop Notch IPA (2013)",1089,0.073,82,"American IPA",12
160,"Cutthroat Pale Ale",1088,0.04,34,"American Pale Ale (APA)",12
160,"WYLD Extra Pale Ale",974,0.04,29,"American Pale Ale (APA)",12
161,"Sunbru Kölsch",2309,0.052,17,"Kölsch",12
161,"Kilt Lifter Scottish-Style Ale",1635,0.06,21,"",12
161,"Pumpkin Porter",1616,0.051,NA,"American Porter",12
161,"Four Peaks Peach Ale",1585,0.042,9,"Fruit / Vegetable Beer",12
161,"Hop Knot IPA",358,0.067,47,"American IPA",12
161,"Kilt Lifter Scottish-Style Ale (2009)",179,0.06,21,"Scottish Ale",12
161,"Sunbru Kölsch",178,0.052,NA,"Kölsch",12
162,"River House",2308,0.05,20,"Saison / Farmhouse Ale",16
162,"Pretzel Stout",2268,0.065,47,"American Stout",16
162,"Rubberneck Red",2197,0.05,35,"American Amber / Red Ale",16
162,"The Imperial Texan",2120,0.08,NA,"American Double / Imperial IPA",16
162,"The Imperial Texan",1234,0.08,NA,"American Double / Imperial IPA",12
162,"Day Break 4-Grain Breakfast Beer",1233,0.05,NA,"Rye Beer",16
162,"River House Saison",1232,0.05,NA,"Saison / Farmhouse Ale",12
162,"There Will Be Stout",1231,0.065,NA,"American Stout",12
163,"Smooth Operator",2307,0.038,NA,"Cream Ale",16
164,"Homefront IPA",2305,0.06,70,"American IPA",12
165,"Sundown",2304,0.071,36,"Saison / Farmhouse Ale",12
165,"Sanctified",2249,0.099,NA,"Belgian Strong Pale Ale",12
165,"Fear of a Brett Planet",2053,0.051,NA,"American Pale Ale (APA)",12
165,"Original Slacker Ale",1842,0.056,40,"English Brown Ale",12
165,"Alpha Blackback",1841,0.072,NA,"American Black Ale",12
165,"Kiss Off IPA",1782,0.063,NA,"American IPA",12
165,"Dog Days Summer Ale",1552,0.045,28,"Kölsch",12
166,"Beer Agent Re-Ignition",2303,0.053,22,"American Blonde Ale",16
166,"Cherry Ale",1990,0.057,18,"Fruit / Vegetable Beer",16
166,"Bourbon Barrel Aged Coconut Porter",1702,0.056,33,"American Porter",16
166,"Great Crescent IPA",1701,0.062,60,"American IPA",16
166,"Aurora Lager",1700,0.057,27,"Dortmunder / Export Lager",16
166,"Great Crescent Blonde Ale",1699,0.053,22,"American Blonde Ale",16
166,"Great Crescent Coconut Porter",1269,0.056,33,"American Porter",16
166,"Great Crescent Oktoberfest Lager",930,0.057,25,"Märzen / Oktoberfest",16
166,"Great Crescent Brown Ale",649,0.045,36,"American Brown Ale",16
166,"Cherry Ale (1)",639,0.057,18,"Fruit / Vegetable Beer",16
166,"Aurora Lager (2011)",626,0.057,27,"Dortmunder / Export Lager",16
166,"Frosted Fields Winter Wheat",615,0.06,25,"American Dark Wheat Ale",16
166,"Great Crescent Belgian Style Wit",478,0.051,13,"Witbier",16
166,"Bourbon's Barrel Stout",455,0.075,65,"American Stout",16
166,"Great Crescent Stout",442,0.08,66,"English Stout",16
166,"Great Crescent Coconut Porter (2012)",441,0.056,33,"American Porter",16
166,"Great Crescent Dark Lager",440,0.057,23,"Euro Dark Lager",16
166,"Great Crescent Mild Ale",439,0.042,26,"English Dark Mild Ale",16
166,"Great Crescent IPA (2011)",436,0.062,60,"American IPA",16
166,"Great Crescent Blonde Ale (2011)",389,0.053,22,"American Blonde Ale",16
167,"Pinner Throwback IPA",2302,0.049,35,"American IPA",12
167,"Centennial State Pale Ale",1883,0.052,NA,"American Pale Ale (APA)",19.2
167,"Old Chub NITRO",1859,0.08,NA,"Scotch Ale / Wee Heavy",16
167,"The CROWLER™",1796,NA,NA,"",32
167,"CAN'D AID Foundation",1790,NA,NA,"",12
167,"Icey.P.A.",1752,NA,NA,"American IPA",16
167,"One Nut Brown",1751,0.05,NA,"English Brown Ale",12
167,"Birth IPA",1750,NA,NA,"American IPA",12
167,"Dale's Pale Ale",1444,0.065,65,"American Pale Ale (APA)",12
167,"Dale's Pale Ale",1252,0.065,65,"American Pale Ale (APA)",12
167,"Mama's Little Yella Pils",1167,0.053,35,"Czech Pilsener",19.2
167,"oSKAr the G'Rauch",993,0.085,NA,"American IPA",19.2
167,"oSKAr the G'Rauch",992,0.085,NA,"American IPA",16
167,"Dale's Pale Ale",955,0.065,65,"American Pale Ale (APA)",19.2
167,"The Deuce",933,0.07,NA,"American Brown Ale",16
167,"Dale's Pale Ale (10 Year Anniversary)",892,0.065,65,"American Pale Ale (APA)",12
167,"Dale's Pale Ale (2012)",828,0.065,65,"American Pale Ale (APA)",12
167,"Gordon Imperial Red (2010)",806,0.087,85,"American Double / Imperial IPA",12
167,"Dale's Pale Ale (2011)",755,0.065,65,"American Pale Ale (APA)",12
167,"Dale's Pale Ale (2010)",754,0.065,65,"American Pale Ale (APA)",12
167,"G'KNIGHT (16 oz.)",726,0.087,85,"American Double / Imperial IPA",16
167,"15th Anniversary Abbey Ale (2012)",720,0.09,NA,"Belgian Dark Ale",16
167,"Chaka",661,0.08,NA,"Belgian Strong Pale Ale",16
167,"HGH (Home Grown Hops): Part Duh",585,0.08,70,"American Strong Ale",12
167,"Deviant Dale's IPA",565,0.08,NA,"American Double / Imperial IPA",16
167,"One Hit Wonder",391,0.09,60,"American Double / Imperial IPA",12
167,"G'KNIGHT (12 oz.)",388,0.087,85,"American Double / Imperial IPA",12
167,"Ten Fidy Imperial Stout",8,0.099,98,"Russian Imperial Stout",12
167,"Mama's Little Yella Pils",7,0.053,35,"Czech Pilsener",12
167,"GUBNA Imperial IPA",6,0.099,100,"American Double / Imperial IPA",12
167,"Old Chub",5,0.08,35,"Scottish Ale",12
167,"Gordon Ale (2009)",4,0.087,85,"American Double / Imperial IPA",12
167,"Dale's Pale Ale",1,0.065,65,"American Pale Ale (APA)",12
168,"1492",2300,0.065,NA,"American Pale Ale (APA)",12
168,"Mango Ginger",2299,0.058,NA,"American IPA",12
168,"Passenger",2298,0.047,NA,"English Dark Mild Ale",12
169,"The Golden One",2295,0.063,21,"American Pilsner",12
169,"The Power of Zeus",2294,0.07,68,"American Pale Ale (APA)",12
170,"Aviator Raspberry Blonde",2293,0.049,25,"American Blonde Ale",12
170,"3 Picket Porter",1105,0.055,NA,"American Porter",12
170,"Rusty Nail Pale Ale",1104,0.056,NA,"American Pale Ale (APA)",12
171,"Little Sister India Style Session Ale",2292,0.043,60,"American IPA",12
171,"Country Boy IPA",1504,0.062,80,"American IPA",12
172,"Blood Orange Gose",2291,0.042,NA,"Gose",12
172,"Keebarlin' Pale Ale",1818,0.042,NA,"American Pale Ale (APA)",12
172,"the Kimmie, the Yink and the Holy Gose",1738,0.048,NA,"Gose",12
172,"Fall Hornin'",1563,0.06,NA,"Pumpkin Ale",12
172,"Barney Flats Oatmeal Stout",1520,0.057,13,"Oatmeal Stout",12
172,"Summer Solstice",1350,0.056,4,"Cream Ale",12
172,"Hop Ottin' IPA",1327,0.07,80,"American IPA",12
172,"Boont Amber Ale",1326,0.058,15,"American Amber / Red Ale",12
172,"Barney Flats Oatmeal Stout",1221,0.057,13,"Oatmeal Stout",12
172,"El Steinber Dark Lager",1217,0.055,25,"Vienna Lager",16
172,"Boont Amber Ale (2010)",811,0.058,15,"American Amber / Red Ale",12
172,"Summer Solstice Cerveza Crema (2009)",753,0.056,4,"Cream Ale",12
172,"Barney Flats Oatmeal Stout (2012)",572,0.057,13,"Oatmeal Stout",12
172,"Winter Solstice",523,0.069,6,"Winter Warmer",12
172,"Hop Ottin' IPA (2011)",367,0.07,80,"American IPA",12
172,"Boont Amber Ale (2011)",78,0.058,15,"American Amber / Red Ale",12
172,"Summer Solstice (2011)",77,0.056,4,"Cream Ale",12
172,"Poleeko Gold Pale Ale (2009)",76,0.055,28,"American Pale Ale (APA)",12
173,"Mastermind",2289,0.081,NA,"American Double / Imperial IPA",12
173,"Hyzer Flip",2027,0.082,NA,"American Double / Imperial IPA",16
173,"Second Fiddle",1929,0.082,80,"American Double / Imperial IPA",16
173,"Hodad Porter",1858,0.055,30,"American Porter",16
174,"Nomader Weiss",2283,0.04,NA,"Berliner Weissbier",12
174,"Molotov Lite",2248,0.085,NA,"American Double / Imperial IPA",16
174,"Hipster Ale (Two Roads Brewing)",1287,0.055,NA,"American Pale Ale (APA)",12
174,"Bikini Beer",1286,0.027,NA,"American IPA",12
174,"Hipster Ale (Westbrook Brewing)",640,0.055,NA,"American Pale Ale (APA)",12
175,"Rebirth Pale Ale",2272,0.05,NA,"American Pale Ale (APA)",12
175,"Irish Channel Stout",1582,0.068,NA,"American Stout",16
175,"MechaHopzilla",1114,0.088,NA,"American Double / Imperial IPA",16
175,"Hopitoulas IPA",486,0.065,NA,"American IPA",16
175,"NOLA Brown Ale",485,0.039,NA,"English Dark Mild Ale",12
175,"NOLA Blonde Ale",484,0.049,NA,"American Blonde Ale",12
176,"Ball & Chain (2014)",2271,0.058,NA,"American Pale Ale (APA)",16
176,"Bitter Biker Double IPA",2206,0.096,NA,"American Double / Imperial IPA",16
176,"God Damn Pigeon Porter",2136,0.082,NA,"American Porter",16
176,"Working for the Weekend",2135,0.079,NA,"American Double / Imperial IPA",16
176,"Angry Adam",2134,0.06,NA,"American Amber / Red Ale",16
176,"Freedom Fries",2109,0.055,NA,"American Stout",16
176,"Bitter Biker Double IPA",1821,0.096,NA,"American Double / Imperial IPA",12
176,"Ghost Bike Pale Ale",1820,0.073,NA,"American Pale Ale (APA)",16
176,"Spiteful IPA",1819,0.062,NA,"American IPA",12
176,"Alley Time",1634,0.06,NA,"American Pale Ale (APA)",12
176,"Fat Badger",1633,0.058,NA,"Irish Red Ale",12
176,"In the Weeds",1632,0.055,NA,"American Pale Wheat Ale",12
177,"Rahr's Blonde",2269,0.046,NA,"Munich Helles Lager",12
177,"Pride of Texas Pale Ale",2229,0.058,60,"American Pale Ale (APA)",12
178,"Devil's Cup",2265,0.066,NA,"American Pale Ale (APA)",12
178,"Rise of the Phoenix",2264,0.071,NA,"American IPA",12
178,"Sinister",2263,0.09,NA,"American Double / Imperial IPA",12
178,"Sex and Candy",2262,0.075,NA,"American IPA",12
178,"Black Exodus",2261,0.077,NA,"Oatmeal Stout",12
178,"Lake Street Express",2260,0.045,NA,"American Pale Ale (APA)",12
178,"Foreman",2259,0.065,NA,"American Porter",12
178,"Jade",2258,0.055,NA,"American Pale Ale (APA)",12
178,"Cone Crusher",2131,0.086,NA,"American Double / Imperial IPA",12
178,"Sophomoric Saison",2099,0.072,NA,"Saison / Farmhouse Ale",12
178,"Regional Ring Of Fire",2098,0.073,NA,"Saison / Farmhouse Ale",12
178,"Garce Selé",2097,0.069,NA,"Saison / Farmhouse Ale",12
178,"Troll Destroyer",1980,0.085,NA,"Belgian IPA",12
178,"Bitter Bitch",1979,0.061,60,"American Pale Ale (APA)",12
179,"Remain in Light",2257,0.05,NA,"American Pilsner",12
179,"Flower Child (2014)",2256,0.065,NA,"American IPA",12
180,"Santa's Secret",2255,0.059,22,"Winter Warmer",16
180,"Flagship IPA",530,0.057,NA,"English India Pale Ale (IPA)",12
180,"Sky Blue Golden Ale",427,0.051,NA,"Kölsch",12
181,"Salamander Slam",2254,0.07,73,"American IPA",16
182,"Blonde Hunny",2253,0.068,21,"Belgian Pale Ale",12
182,"Wild Wolf Wee Heavy Scottish Style Ale",1318,0.057,20,"Scotch Ale / Wee Heavy",12
182,"Wild Wolf American Pilsner",1195,0.045,25,"American Pilsner",12
182,"Alpha Ale",1194,0.051,45,"American Pale Ale (APA)",12
183,"Gran Sport",2252,0.052,NA,"American Porter",16
183,"Horny Toad Cerveza",2214,0.053,25,"American Blonde Ale",16
183,"Native Amber",2213,0.063,35,"American Amber / Red Ale",16
183,"F5 IPA",1442,0.068,100,"American IPA",16
183,"Native Amber (2013)",170,0.063,35,"American Amber / Red Ale",16
183,"Horny Toad Cerveza (2013)",169,0.053,25,"American Blonde Ale",16
184,"Seventh Son of a Seventh Son",2250,0.077,40,"American Strong Ale",16
184,"Stone Fort Brown Ale",1768,0.053,20,"English Brown Ale",16
184,"Seventh Son Hopped Red Ale",1767,0.077,40,"American Amber / Red Ale",16
184,"Humulus Nimbus Super Pale Ale",1766,0.06,53,"American Pale Ale (APA)",16
184,"Golden Ratio IPA",1765,0.07,68,"American IPA",16
185,"Lake Monster",2247,0.082,25,"Baltic Porter",16
185,"London Homesick Ale",2071,0.049,27,"English Bitter",12
185,"Luchesa Lager",2070,0.048,35,"Keller Bier / Zwickel Bier",12
185,"Slow Ride",2069,0.048,35,"American Pale Ale (APA)",12
186,"Nunica Pine",2245,0.068,NA,"Cider",16
186,"Ginger Peach",2244,0.069,NA,"Cider",16
186,"Totally Roasted",1378,0.068,NA,"Cider",16
186,"Blue Gold",1377,0.068,NA,"Cider",16
186,"Hard Apple",1376,0.068,NA,"Cider",16
187,"Gunga Din",2242,0.052,NA,"Cider",16
188,"Lobo Lito",2238,0.04,12,"Light Lager",12
188,"Robert Earl Keen Honey Pils",2144,0.05,17,"American Pilsner",12
189,"Towhead",2237,0.052,21,"American Blonde Ale",12
189,"Lil' Helper",2208,0.07,70,"American IPA",12
190,"Monkadelic",2236,0.042,NA,"American Pale Ale (APA)",12
191,"Presidential Pils",1438,0.048,NA,"Czech Pilsener",12
191,"Evolutionary IPA (2012)",1173,0.062,70,"American IPA",12
191,"Persnickety Pale",560,0.057,36,"American Pale Ale (APA)",12
191,"SoDo Brown Ale",519,0.054,20,"American Brown Ale",12
191,"Immersion Amber Ale (2011)",518,0.052,27,"American Amber / Red Ale",12
191,"Evolutionary IPA (2011)",505,0.062,70,"American IPA",12
191,"Trailhead India Style Session Ale (2011)",482,0.048,48,"American IPA",12
191,"Day Hike Session",2235,0.041,41,"American IPA",12
191,"Trailhead ISA",1661,0.048,48,"American IPA",12
191,"Immersion Amber",1660,0.052,27,"American Amber / Red Ale",12
191,"Evo IPA",1659,0.062,70,"American IPA",12
191,"Panorama Wheat Ale",451,0.046,NA,"American Pale Wheat Ale",12
192,"Monarch Pilsner",2234,0.05,NA,"American Pilsner",12
192,"Snow King Pale Ale",1606,0.06,55,"American Pale Ale (APA)",12
192,"Zonker Stout",617,0.054,36,"Foreign / Export Stout",12
192,"OB-1 Organic Ale",407,0.05,22,"English Brown Ale",12
192,"Snake River Lager",406,0.05,18,"Vienna Lager",12
192,"Snake River Pale Ale",402,0.052,32,"American Pale Ale (APA)",12
192,"Pako’s EyePA",393,0.068,60,"American IPA",12
193,"Dark Voyage Black IPA (2013)",2227,0.065,80,"American Black Ale",12
193,"Wisconsin Amber",2226,0.052,28,"Vienna Lager",12
193,"Lake House",2225,0.046,18,"Munich Helles Lager",12
193,"Ghost Ship White IPA",1954,0.056,55,"American IPA",12
193,"Lake House",1910,0.046,18,"Munich Helles Lager",16
193,"Mutiny IPA",1177,0.062,70,"American IPA",12
193,"Wisconsin Amber (1998)",840,0.052,NA,"Vienna Lager",12
193,"Island Wheat",180,0.042,NA,"American Pale Wheat Ale",12
193,"Wisconsin Amber (2013)",63,0.052,NA,"Vienna Lager",12
193,"U.S. Pale Ale",62,0.05,NA,"American Pale Ale (APA)",12
193,"Supper Club Lager",61,NA,NA,"American Pale Lager",12
194,"Golden One",2207,0.068,NA,"Belgian Pale Ale",12
194,"Arjuna",2040,0.06,NA,"Witbier",12
194,"Uroboros",2039,0.085,NA,"American Stout",12
195,"Mountain Rescue Pale Ale",2205,0.055,40,"American Pale Ale (APA)",12
196,"Post Time Kölsch",2204,0.05,NA,"Kölsch",16
197,"Goose Island India Pale Ale",2198,0.059,55,"American IPA",12
198,"Couch Select Lager",2196,0.05,14,"American Pale Lager",12
199,"Double D Blonde",2195,0.049,20,"American Blonde Ale",12
199,"Festeroo Winter Ale",1605,0.078,60,"American Strong Ale",12
199,"Proxima IPA",1543,0.063,70,"American IPA",12
199,"Double D Blonde (2013)",1390,0.049,20,"American Blonde Ale",12
199,"541 American Lager",1354,0.048,13,"American Pale Lager",12
199,"Alphadelic IPA",1353,0.065,90,"American IPA",12
199,"Alphadelic IPA (2011)",499,0.065,90,"American IPA",12
199,"Double D Blonde (2011)",498,0.049,20,"American Blonde Ale",12
200,"Worthy IPA",2194,0.069,69,"American IPA",12
200,"Easy Day Kolsch",1514,0.045,25,"Kölsch",12
200,"Lights Out Vanilla Cream Extra Stout",1513,0.077,30,"American Double / Imperial IPA",12
200,"Worthy Pale",1511,0.06,50,"American Pale Ale (APA)",12
200,"Worthy IPA (2013)",1512,0.069,69,"American IPA",12
201,"Occidental Hefeweizen",2192,0.047,NA,"American Pale Wheat Ale",16
201,"Occidental Dunkel",1130,0.051,NA,"Dunkelweizen",16
201,"Occidental Altbier",1129,0.05,NA,"Altbier",16
201,"Occidental Kölsch",1081,0.045,NA,"Kölsch",16
202,"Loki Red Ale",2191,0.075,53,"American Amber / Red Ale",16
202,"Peaches & Cream",1731,0.046,NA,"Fruit / Vegetable Beer",16
202,"Quaff India Style Session Ale",1022,0.051,NA,"American IPA",16
202,"Loki Red Ale (2013)",895,0.075,53,"American Amber / Red Ale",16
202,"Mjolnir Imperial IPA",682,0.069,NA,"American Double / Imperial IPA",16
202,"Fearless Scottish Ale",112,0.05,NA,"Scottish Ale",16
203,"Campside Session IPA",2190,0.045,50,"American IPA",16
203,"Upland Wheat Ale",1951,0.045,15,"Witbier",16
203,"Dragonfly IPA",1950,0.06,NA,"American IPA",16
204,"Tsunami IPA",2186,0.072,75,"American IPA",19.2
204,"Tsunami IPA",2185,0.072,75,"American IPA",12
204,"Humpback Blonde Ale",2184,0.042,22,"American Blonde Ale",12
204,"Hawaiian Crow Porter",2178,0.052,27,"American Porter",12
204,"Volcano Red Ale",2177,0.052,23,"American Amber / Red Ale",12
204,"Mauna Kea Pale Ale",2176,0.054,42,"American Pale Ale (APA)",12
205,"Kaua'i Golden Ale",2183,0.049,NA,"American Blonde Ale",12
205,"Sunset Amber",2182,0.054,NA,"American Pale Ale (APA)",12
205,"Hapa Brown Ale",2181,0.064,NA,"American Brown Ale",19.2
205,"Hapa Brown Ale",2180,0.064,NA,"American Brown Ale",12
205,"Southern Cross",2179,0.083,NA,"Flanders Red Ale",19.2
206,"Mound Builder IPA",2175,0.065,77,"American IPA",12
206,"Amazon Princess IPA",2168,0.062,62,"American IPA",12
206,"Farmer's Daughter Wheat",1956,0.042,NA,"American Pale Wheat Ale",12
206,"People's Pilsner",1794,0.045,NA,"German Pilsener",12
207,"Quick WIT",2172,0.052,NA,"Belgian Pale Ale",12
207,"The Optimist",2171,0.062,NA,"American IPA",12
207,"Suicide Squeeze IPA",1911,0.045,NA,"American IPA",16
207,"Java the Hop",1803,0.065,NA,"American IPA",16
