"brewery_id","beer_name","beer_id","abv","ibu","style","ounces"
39204,"Make It So",2549,0.053,40,"Extra Special / Strong Bitter (ESB)",12
39204,"Hopvale Organic Ale",2473,0.047,55,"American Pale Ale (APA)",16
39204,"Unchained #18 Hop Silo",2415,0.083,100,"American Double / Imperial IPA",16
60,"Beach Cruiser",2547,0.045,NA,"Hefeweizen",12
60,"I.P. Eh!",2493,0.068,NA,"American IPA",12
60,"Schoolhouse Honey",2492,0.05,NA,"American Amber / Red Ale",12
60,"10 Degrees of Separation",2491,0.055,NA,"English Brown Ale",12
61,"Passion Fruit Prussia",2545,0.035,11,"Berliner Weissbier",12
61,"Send Help",2544,0.045,18,"American Blonde Ale",12
61,"Cast Iron Oatmeal Brown",2324,0.055,NA,"American Brown Ale",12
61,"Reprise Centennial Red",2288,0.06,NA,"American Amber / Red Ale",12
61,"Alter Ego",2287,0.055,NA,"American Black Ale",12
61,"Divided Sky",2286,0.065,NA,"American IPA",12
61,"Resurrected",2285,0.065,NA,"American IPA",12
61,"Contact High",1870,0.05,28,"American Pale Wheat Ale",12
62,"Todd the Axe Man",2543,0.072,NA,"American IPA",16
62,"Doomtree",2409,0.057,NA,"Extra Special / Strong Bitter (ESB)",16
62,"BLAKKR",1739,0.099,85,"American Black Ale",16
62,"Overrated! West Coast Style IPA",1112,0.073,69,"American IPA",16
62,"WET",329,0.075,90,"American IPA",16
62,"Bitter Brewer",19,0.04,37,"English Bitter",16
62,"SurlyFest",18,0.055,34,"Rye Beer",16
62,"Coffee Bender",17,0.051,45,"American Brown Ale",16
62,"Bender",16,0.051,45,"American Brown Ale",16
62,"Abrasive Ale",15,0.097,120,"American Double / Imperial IPA",16
62,"Hell",14,0.051,20,"Keller Bier / Zwickel Bier",16
62,"CynicAle",13,0.067,33,"Saison / Farmhouse Ale",16
62,"Furious",12,0.062,99,"American IPA",16
63,"Citra Ass Down",2540,0.082,68,"American IPA",16
63,"The Brown Note",2539,0.05,20,"American Brown Ale",16
64,"Neomexicanus Native",2538,0.06,46,"American Pale Ale (APA)",12
64,"Old Soul",2355,0.075,25,"Belgian Strong Pale Ale",12
64,"Snowcat Coffee Stout",1689,0.059,NA,"American Stout",12
64,"WinterWonderGrass Festival Ale",1163,NA,NA,"American Amber / Red Ale",12
64,"Boohai Red Ale",940,NA,NA,"American Amber / Red Ale",12
64,"Lava Lake Wit",685,0.052,15,"Witbier",12
64,"Mountain Livin' Pale Ale",613,0.06,NA,"American Pale Ale (APA)",12
64,"Crazy Mountain Amber Ale",356,0.052,25,"American Amber / Red Ale",12
65,"Monkey Dancing On A Razor Blade",2537,0.085,NA,"Belgian IPA",24
65,"Tripel Deke",2536,0.082,NA,"Tripel",24
66,"Vinyl Frontier",2535,0.083,NA,"American Double / Imperial IPA",24
66,"Disco Superfly",2534,0.08,NA,"American IPA",24
66,"Misty Mountain Hop",2533,0.075,NA,"American IPA",24
66,"One-Hit Wonderful",2532,0.075,NA,"Belgian IPA",24
66,"En Parfaite Harmonie",2531,0.065,NA,"Saison / Farmhouse Ale",24
66,"Daft Funk",2530,0.043,8,"Berliner Weissbier",24
66,"Love In An Ellavator",2529,0.075,NA,"American IPA",24
66,"Spin Doctor",2528,0.053,NA,"American Pale Ale (APA)",24
67,"OktoberFiesta",2527,0.053,27,"",12
67,"Texicali ",2526,0.065,33,"American Brown Ale",12
67,"Pinata Protest",2525,0.06,NA,"Witbier",12
67,"Bat Outta Helles",2524,0.042,20,"Munich Helles Lager",12
67,"Original",2523,0.068,NA,"American Amber / Red Ale",12
67,"Rye Wit",2522,0.042,10,"Witbier",12
67,"Soul Doubt",2521,0.059,70,"American IPA",12
67,"Yo Soy Un Berliner",2520,0.044,5,"Berliner Weissbier",12
68,"Bimini Twist",2519,0.07,82,"American IPA",12
68,"Beach Blonde",2518,0.05,NA,"American Blonde Ale",12
68,"Rod Bender Red",2517,0.059,NA,"American Amber / Red Ale",12
69,"Farmer's Daughter Blonde",2516,0.051,17,"American Blonde Ale",16
69,"Pump House IPA",2515,0.055,45,"American IPA",16
69,"Suicide Blonde IPA",2514,0.07,NA,"Belgian IPA",16
69,"Vanilla Porter",2513,0.047,25,"American Porter",16
69,"Honey Rye",2512,0.058,18,"Rye Beer",16
70,"Long Leaf",2511,0.071,75,"American IPA",16
70,"Honey Badger Blonde",2510,0.047,19,"American Blonde Ale",16
70,"Porter (a/k/a Black Gold Porter)",2509,0.06,23,"American Porter",16
71,"Jalapeno Pale Ale",2508,0.055,45,"American Pale Ale (APA)",16
72,"Double Duckpin",2507,0.085,90,"American Double / Imperial IPA",12
72,"Old Pro",2506,0.042,10,"Gose",12
72,"Duckpin Pale Ale",829,0.055,NA,"American Pale Ale (APA)",12
72,"Balt Altbier",582,0.06,NA,"Altbier",12
73,"Hop A-Peel",2503,0.075,115,"American Double / Imperial IPA",16
73,"Vanilla Java Porter",2502,0.055,12,"American Porter",16
73,"Michelada",2495,0.052,NA,"Fruit / Vegetable Beer",16
73,"Dirty Blonde Ale",534,0.045,8,"American Blonde Ale",12
73,"Grand Circus IPA",528,0.05,62,"American IPA",12
73,"Atwater's Lager",527,0.05,12,"Munich Helles Lager",12
74,"Hopalicious",2501,0.057,NA,"American Pale Ale (APA)",12
75,"Wobble",2497,0.063,69,"American IPA",16
75,"Night Cat",2246,0.058,43,"American Dark Wheat Ale",12
75,"Night Cat (2014)",1630,0.058,43,"American Dark Wheat Ale",12
75,"Dog Days Lager",1284,0.051,17,"Dortmunder / Export Lager",12
75,"Sidekick Extra Pale Ale",1121,0.051,36,"American Pale Ale (APA)",12
75,"Atom Smasher",1042,0.077,23,"Märzen / Oktoberfest",12
75,"Testudo",1041,0.045,NA,"Bière de Garde",12
75,"Hobnob B & B Pale Ale",1040,0.065,NA,"American Pale Ale (APA)",12
75,"Cane and Ebel",861,0.07,68,"American Strong Ale",12
75,"Outlaw IPA (2015)",642,0.065,NA,"American IPA",12
76,"Cold Press",2496,0.06,NA,"American Black Ale",12
76,"Harness the Winter",2410,0.072,87,"American IPA",12
76,"14° ESB ",1902,0.056,32,"Extra Special / Strong Bitter (ESB)",12
76,"Bent Hop Golden IPA",1901,0.062,68,"American IPA",12
76,"Bent Paddle Black Ale",1261,0.06,34,"American Black Ale",12
76,"Venture Pils",1253,0.05,38,"German Pilsener",12
77,"Oberon",2494,0.058,NA,"American Pale Wheat Ale",12
77,"Smitten",2325,0.06,NA,"Rye Beer",16
77,"Winter White",2022,0.05,NA,"Witbier",16
77,"Oberon",1989,0.058,NA,"American Pale Wheat Ale",16
77,"Two Hearted",1988,0.07,NA,"American IPA",16
77,"Best Brown",1955,0.058,NA,"American Brown Ale",16
78,"Professor Black",2490,NA,NA,"American Stout",12
78,"Little Boss",2489,NA,NA,"American Pale Wheat Ale",12
78,"Van Dayum!",2488,NA,NA,"American Amber / Red Ale",12
78,"Spirit Animal",2487,NA,NA,"American Pale Ale (APA)",12
79,"Baby Daddy Session IPA",2486,0.047,35,"American IPA",12
80,"Saddle Bronc Brown Ale",2485,0.048,16,"American Brown Ale",12
80,"Bomber Mountain Amber Ale",2484,0.046,20,"American Amber / Red Ale",12
81,"Hard Cider",2483,0.068,NA,"Cider",16
81,"Totally Radler",2482,0.027,21,"Radler",16
81,"Nonstop Hef Hop",2400,0.039,20,"American Pale Wheat Ale",16
81,"Nonstop Hef Hop",2399,0.039,20,"American Pale Wheat Ale",16
81,"Nonstop Hef Hop",2398,0.039,20,"American Pale Wheat Ale",16
81,"Nonstop Hef Hop",2397,0.039,20,"American Pale Wheat Ale",16
81,"Nonstop Hef Hop",2396,0.039,20,"American Pale Wheat Ale",16
81,"Nonstop Hef Hop",2395,0.039,20,"American Pale Wheat Ale",16
81,"Nonstop Hef Hop",2394,0.039,20,"American Pale Wheat Ale",16
81,"Nonstop Hef Hop",2393,0.039,20,"American Pale Wheat Ale",16
81,"Nonstop Hef Hop",2392,0.039,20,"American Pale Wheat Ale",16
81,"Nonstop Hef Hop",2391,0.039,20,"American Pale Wheat Ale",16
81,"Nonstop Hef Hop",2390,0.039,20,"American Pale Wheat Ale",16
81,"Nonstop Hef Hop",2389,0.039,20,"American Pale Wheat Ale",16
81,"Rise Up Red",2388,0.058,60,"American Amber / Red Ale",16
81,"Survival Stout",2200,0.058,35,"American Stout",16
81,"Hopworks IPA",2199,0.066,75,"American IPA",16
81,"Abominable Winter Ale",2193,0.073,70,"American Strong Ale",16
81,"Pigwar White India Pale Ale",1398,0.06,60,"American White IPA",16
81,"Rise-Up Red (2014)",1085,0.058,60,"American Amber / Red Ale",16
81,"Abominable Winter Ale (2012)",916,0.073,70,"American Strong Ale",16
81,"HUB Lager",658,0.051,32,"Czech Pilsener",16
81,"Hopworks IPA (2012)",653,0.066,75,"American IPA",16
82,"Lil' Brainless Raspberries",2477,0.052,NA,"Fruit / Vegetable Beer",12
82,"Element 29",2008,0.052,NA,"American Pale Ale (APA)",12
82,"Hop Syndrome",2004,0.05,NA,"American Pale Lager",12
82,"Escape to Colorado",2003,0.062,NA,"American IPA",12
83,"Slow Ride",2475,0.045,40,"American IPA",12
83,"Ranger IPA",2230,0.065,70,"American IPA",12
83,"Shift",1987,0.05,29,"American Pale Lager",12
83,"1554 Black Lager",1978,0.056,21,"Euro Dark Lager",12
83,"Blue Paddle",1975,0.048,NA,"Czech Pilsener",12
83,"California Route",1737,0.055,NA,"American Amber / Red Lager",12
83,"Snapshot",1707,0.052,NA,"American Pale Wheat Ale",16
83,"Sunshine Wheat Beer",1690,0.048,NA,"American Pale Wheat Ale",12
83,"Fat Tire Amber Ale",1586,0.052,18,"American Amber / Red Ale",12
83,"Shift (1)",952,0.05,29,"American Pale Lager",12
83,"Fat Tire Amber Ale (2011)",748,0.052,18,"American Amber / Red Ale",12
83,"Shift",578,0.05,29,"American Pale Lager",16
83,"Ranger IPA",564,0.065,70,"American IPA",16
83,"Fat Tire Amber Ale",563,0.052,18,"American Amber / Red Ale",16
83,"Ranger IPA (Current)",115,0.065,70,"American IPA",12
83,"Sunshine Wheat Beer (2009)",72,0.048,NA,"American Pale Wheat Ale",12
83,"Fat Tire Amber Ale (2008)",71,0.052,18,"American Amber / Red Ale",12
84,"Nooner",2474,0.052,NA,"German Pilsener",12
84,"Torpedo",2239,0.072,65,"American IPA",12
84,"Yonder Bock",1919,0.06,NA,"Maibock / Helles Bock",12
84,"CANfusion Rye Bock",1918,0.06,NA,"Rye Beer",12
84,"Sierra Nevada Pale Ale",1905,0.056,37,"American Pale Ale (APA)",16
84,"Old Chico Crystal Wheat",1338,0.048,26,"American Pale Wheat Ale",12
84,"Summerfest",1295,0.05,28,"Czech Pilsener",12
84,"Torpedo",426,0.072,65,"American IPA",16
84,"Sierra Nevada Pale Ale",400,0.056,37,"American Pale Ale (APA)",12
85,"U. P. Witbier",2472,NA,NA,"Witbier",12
85,"November Gale Pale Ale",779,NA,NA,"American Pale Ale (APA)",12
85,"Olde Ore Dock Scottish Ale",364,NA,NA,"Scottish Ale",12
85,"Widow Maker Black Ale",60,NA,NA,"American Brown Ale",12
85,"Lift Bridge Brown Ale",59,NA,NA,"American Brown Ale",12
85,"Pick Axe Blonde Ale",58,NA,NA,"American Blonde Ale",12
85,"Red Jacket Amber Ale",57,NA,NA,"American Amber / Red Ale",12
86,"Manitou Amber",2468,0.053,NA,"American Amber / Red Ale",16
87,"Autumn Winds Fest Beer",2461,0.058,NA,"Märzen / Oktoberfest",16
87,"Captain's Daughter",2044,0.085,69,"American Double / Imperial IPA",12
88,"India Pale Ale",2460,0.063,65,"American IPA",16
88,"Blackberry Wheat",2459,0.048,11,"American Pale Wheat Ale",16
89,"312 Urban Pale Ale",2457,0.054,30,"American Pale Ale (APA)",16
89,"312 Urban Pale Ale",2202,0.054,30,"American Pale Ale (APA)",12
89,"312 Urban Wheat Ale",2201,0.042,18,"American Pale Wheat Ale",16
89,"312 Urban Wheat Ale",1829,0.042,18,"American Pale Wheat Ale",12
89,"312 Urban Wheat Ale (2012)",581,0.042,20,"American Pale Wheat Ale",12
90,"Broad Brook Ale",2456,0.061,NA,"American Amber / Red Ale",16
91,"Lionshead",2455,0.045,NA,"American Pilsner",12
92,"Galaxy High",2454,0.099,NA,"American Double / Imperial IPA",12
92,"Sol Drifter",2209,0.043,18,"American Blonde Ale",12
92,"Thunder Snow",2133,0.085,NA,"Winter Warmer",12
92,"The Great Pumpcan",1994,0.079,18,"Fruit / Vegetable Beer",16
92,"LIFT",1816,0.047,11,"Kölsch",12
92,"SPRYE",1815,0.05,40,"American Pale Ale (APA)",12
92,"Psychopathy",1126,0.069,70,"American IPA",12
92,"Gnarly Brown",1125,0.07,32,"American Brown Ale",12
92,"Happy Amber",1124,0.06,30,"American Amber / Red Ale",12
93,"Razz Wheat",2453,0.055,NA,"Fruit / Vegetable Beer",12
93,"Hop Ryot",2363,0.065,NA,"American IPA",12
93,"Mystic Mama IPA",689,0.07,NA,"American IPA",12
93,"Firefly Amber Ale",688,0.05,NA,"American Amber / Red Ale",12
93,"Chomolungma Honey Nut Brown Ale",687,0.067,NA,"English Brown Ale",12
94,"Hustle",2452,0.057,42,"American Amber / Red Ale",12
94,"Pure Fury",2451,0.055,42,"American Pale Ale (APA)",12
94,"Dad",2132,0.06,60,"American Amber / Red Ale",12
94,"Panther",1993,0.058,35,"American Porter",12
94,"Franz",1992,0.052,21,"Märzen / Oktoberfest",12
94,"Zen",1935,0.043,45,"American Pale Ale (APA)",12
94,"Truth",1852,0.072,75,"American IPA",12
94,"Cougar",1851,0.048,25,"American Blonde Ale",12
95,"Self Starter",2450,0.052,67,"American IPA",16
95,"Ermal's",2223,0.054,20,"Cream Ale",16
95,"10 Ton",2222,0.07,NA,"Oatmeal Stout",16
95,"Flyin' Rye",2221,0.07,NA,"American IPA",16
11881,"Flying Sailor",2449,0.073,NA,"Rye Beer",12
97,"Peanut Butter Jelly Time",2446,0.058,NA,"American Brown Ale",12
97,"King Coconut",2106,0.054,NA,"American Porter",12
98,"Troegenator",2445,0.082,NA,"Doppelbock",16
98,"Nugget Nectar",2444,0.075,93,"American Amber / Red Ale",16
98,"Sunshine Pils",2203,0.045,45,"American Pilsner",12
98,"Troegenator Doublebock",1510,0.082,25,"Doppelbock",16
98,"Perpetual IPA",1509,0.075,85,"American IPA",12
99,"Cortez Gold",2442,0.05,NA,"Belgian Pale Ale",32
99,"Mission IPA",2441,0.068,66,"American IPA",32
99,"El Conquistador Extra Pale Ale",1460,0.048,44,"American Pale Ale (APA)",32
99,"Shipwrecked Double IPA",1459,0.092,75,"American Double / Imperial IPA",32
100,"Bay of Bengal Double IPA (2014)",2440,0.089,126,"American Double / Imperial IPA",12
101,"Christmas Ale",2439,0.09,NA,"Herbed / Spiced Beer",12
101,"Pay It Forward Cocoa Porter",2356,0.07,NA,"American Porter",12
101,"West Sixth Amber Ale",1069,0.055,NA,"American Amber / Red Ale",12
101,"West Sixth IPA",652,NA,NA,"American IPA",12
102,"Rhode Island Blueberry",2438,0.046,11,"Kölsch",12
102,"Newport Storm IPA",2437,0.065,75,"American IPA",12
102,"Hurricane Amber Ale (2004)",751,0.052,24,"American Amber / Red Ale",12
102,"Hurricane Amber Ale",120,0.052,24,"American Amber / Red Ale",12
103,"Amber Ale",2436,0.051,NA,"American Amber / Red Ale",12
103,"King Street Pilsner",1706,0.055,NA,"Czech Pilsener",12
103,"King Street IPA",1667,0.06,70,"American IPA",12
103,"King Street Hefeweizen",1666,0.057,10,"Hefeweizen",12
103,"King Street Blonde Ale",1665,0.049,NA,"American Blonde Ale",12
104,"Watermelon Ale",2435,0.05,10,"Fruit / Vegetable Beer",12
104,"Fenway American Pale Ale",2423,0.058,45,"American Pale Ale (APA)",12
104,"Back Bay IPA",2420,0.068,85,"American IPA",12
104,"Bunker Hill Blueberry Ale ",2419,0.048,16,"Other",12
105,"Peach Pale Ale",2434,0.057,40,"American Pale Ale (APA)",12
106,"Four String Vanilla Porter",2428,0.06,NA,"American Porter",12
106,"Suncaster Summer Wheat",2427,0.05,28,"American Pale Wheat Ale",12
106,"Brass Knuckle Pale Ale",2425,0.057,36,"American Pale Ale (APA)",12
106,"Big Star White IPA",2424,0.07,70,"American White IPA",12
107,"Clean Shave IPA",2426,0.067,70,"American IPA",12
108,"Firestarter India Pale Ale",2422,0.066,72,"American IPA",12
108,"Kilt Dropper Scotch Ale",1727,0.075,22,"Scotch Ale / Wee Heavy",16
108,"Wood Splitter Pilsner",1614,0.048,30,"Czech Pilsener",16
108,"Gyptoberfest",1613,0.056,26,"Märzen / Oktoberfest",12
108,"Farmer Wirtz India Pale Ale",1549,0.07,94,"English India Pale Ale (IPA)",16
108,"Slow & Steady Golden Ale",1548,0.047,NA,"American Blonde Ale",12
108,"Pink-I Raspberry IPA",1517,0.068,NA,"American IPA",16
108,"Moe's Original Bar B Que 'Bama Brew Golden Ale",1500,0.047,NA,"American Blonde Ale",12
108,"Live Local Golden Ale",1421,0.047,NA,"American Blonde Ale",12
108,"Screaming Eagle Special Ale ESB",1360,0.048,38,"Extra Special / Strong Bitter (ESB)",12
108,"Dirtbag Dunkel",1184,0.049,NA,"Munich Dunkel Lager",16
108,"Kindler Pale Ale",1183,0.053,45,"American Pale Ale (APA)",12
108,"Mistress Winter Wheat",1023,0.064,NA,"Winter Warmer",12
108,"Tent Pole Vanilla Porter",998,0.061,NA,"American Porter",16
108,"Awry Rye Pale Ale",997,0.058,NA,"American Pale Ale (APA)",12
108,"Demshitz Brown Ale",996,0.058,NA,"American Brown Ale",12
108,"Wood Splitter Pilsner (2012)",931,0.048,NA,"Czech Pilsener",12
108,"Brush Creek Blonde",798,0.048,NA,"American Blonde Ale",16
108,"Firestarter India Pale Ale",633,0.066,72,"American IPA",16
109,"Watermelon Ale",2421,0.051,11,"Fruit / Vegetable Beer",12
110,"4000 Footer IPA",2417,0.065,82,"American IPA",12
110,"Summer Brew",2306,0.028,15,"American Pilsner",12
111,"Consilium",2414,0.05,40,"American Pale Ale (APA)",12
111,"Hammer & Sickle",1581,0.09,60,"Russian Imperial Stout",12
111,"Redacted Rye IPA",1176,0.07,100,"American IPA",16
111,"Elevation Triple India Pale Ale",1006,0.099,100,"American Double / Imperial IPA",12
111,"5:00 O'Clock Afternoon Ale",1005,0.05,25,"American Blonde Ale",16
111,"Ryeteous Rye IPA (2012)",636,0.07,100,"American IPA",16
112,"Cali Creamin'",2413,0.052,21,"Cream Ale",12
113,"Deception",2412,0.045,16,"American Blonde Ale",12
113,"Blackmarket Rye IPA",1898,0.075,35,"American IPA",12
113,"Black Market Hefeweizen",1897,0.05,8,"Hefeweizen",12
113,"Aftermath Pale Ale",1896,0.058,44,"American Pale Ale (APA)",12
114,"Nitro Can Coffee Stout",2411,0.052,NA,"American Stout",12
115,"Welcome to Scoville",2408,0.069,NA,"American IPA",12
116,"Rule G IPA",2407,0.07,88,"American IPA",12
116,"Murphy's Law",2406,0.058,35,"American Amber / Red Ale",12
116,"Alter Ego ",2405,0.062,33,"Saison / Farmhouse Ale",12
117,"Hop in the ‘Pool Helles",2404,0.049,22,"American Pilsner",12
117,"Ultra Gnar Gnar IPA",2323,0.067,60,"American IPA",12
117,"In-Tents India Pale Lager",2189,0.068,62,"American Pale Lager",12
117,"Lost Meridian Wit",2188,0.05,20,"Witbier",12
117,"Celestial Meridian Cascadian Dark Lager",2187,0.051,45,"Euro Dark Lager",12
118,"P-Town Pilsner",2403,0.04,20,"American Pilsner",12
118,"Klickitat Pale Ale",2402,0.053,36,"American Pale Ale (APA)",12
118,"Yellow Wolf Imperial IPA",2401,0.082,103,"American Double / Imperial IPA",12
119,"Red Cockaded Ale",1728,0.085,110,"American Double / Imperial IPA",12
119,"Valkyrie Double IPA",1497,0.092,100,"American Double / Imperial IPA",12
119,"Red Cockaded Ale (2013)",1011,0.085,110,"American Double / Imperial IPA",12
119,"Old Potentate",1010,0.072,40,"Old Ale",12
119,"Pine Belt Pale Ale",2387,0.065,45,"American Pale Ale (APA)",12
119,"Walloon",2267,0.055,NA,"Saison / Farmhouse Ale",12
119,"Le Mort Vivant",1740,0.069,23,"Bière de Garde",12
119,"Bombshell Blonde",856,0.05,20,"American Blonde Ale",16
119,"PRO-AM (2012) (2012)",853,0.099,100,"American Double / Imperial IPA",12
119,"Walloon (2014)",691,0.055,NA,"Saison / Farmhouse Ale",12
119,"Le Mort Vivant (2011)",555,0.069,23,"Bière de Garde",12
119,"Buried Hatchet Stout",46,0.083,50,"Foreign / Export Stout",12
119,"Pine Belt Pale Ale",45,0.065,45,"American Pale Ale (APA)",16
119,"Bombshell Blonde",44,0.05,20,"American Blonde Ale",12
120,"Third Eye Enlightened Pale Ale",2386,0.065,65,"American Pale Ale (APA)",12
120,"Colorado Kölsch",92,0.049,17,"Kölsch",12
120,"Steam Engine Lager",91,0.057,25,"American Amber / Red Lager",12
120,"Third Eye Pale Ale",90,0.065,65,"American IPA",12
121,"Watermelon Wheat",2385,0.056,NA,"American Pale Wheat Ale",12
121,"Laka Laka Pineapple",2384,0.051,17,"Hefeweizen",12
121,"Oktoberfest",2383,0.06,NA,"Märzen / Oktoberfest",16
122,"IPA #11",2380,0.057,58,"American IPA",16
122,"Blood Orange Honey",2379,0.057,10,"Fruit / Vegetable Beer",16
122,"Lighthouse Amber",2354,0.052,NA,"Altbier",16
123,"Main St. Virginia Ale",2377,0.05,40,"Altbier",12
123,"Chin Music Amber Lager",1839,0.045,24,"American Amber / Red Lager",12
123,"Main St. Virginia Ale",1248,0.05,40,"Altbier",12
123,"Ray Ray’s Pale Ale",1247,0.052,42,"American Pale Ale (APA)",12
124,"Summer Ale",2376,0.049,NA,"American Blonde Ale",12
125,"Mr. Blue Sky",2375,0.045,6,"American Pale Wheat Ale",16
125,"3 Scrooges",2143,0.065,NA,"Winter Warmer",16
125,"Screamin’ Pumpkin",2142,0.05,25,"Pumpkin Ale",16
125,"Grand Trunk Bohemian Pils",2141,0.05,35,"Czech Pilsener",16
125,"El Rojo",2140,0.065,25,"American Amber / Red Ale",16
125,"Norm's Raggedy Ass IPA",2139,0.075,NA,"American IPA",16
125,"Grind Line",2138,0.05,35,"American Pale Ale (APA)",16
125,"Norm's Gateway IPA",2007,0.04,55,"American IPA",12
125,"Lemon Shandy Tripel",1570,0.09,NA,"Tripel",16
126,"Weisse Versa (2012)",2374,0.052,16,"Hefeweizen",12
126,"Mother in Lager",1560,0.058,25,"Munich Dunkel Lager",12
126,"Weekend Warrior Pale Ale",1557,0.055,40,"American Pale Ale (APA)",12
126,"Karbachtoberfest",1458,0.055,25,"Märzen / Oktoberfest",12
126,"Love Street Summer Seasonal (2014)",1235,0.047,20,"Kölsch",12
126,"Barn Burner Saison",1068,0.066,20,"Saison / Farmhouse Ale",12
126,"Rodeo Clown Double IPA",666,0.095,85,"American Double / Imperial IPA",12
126,"Sympathy for the Lager",465,0.049,45,"American Amber / Red Lager",12
126,"Weisse Versa",464,0.052,15,"Hefeweizen",12
126,"Hopadillo India Pale Ale",463,0.066,70,"American IPA",12
127,"The Green Room",2372,0.06,75,"American IPA",16
127,"Humbucker Helles",2367,0.047,25,"Maibock / Helles Bock",16
128,"Neato Bandito",2371,0.06,NA,"Euro Pale Lager",12
128,"Oak Cliff Coffee Ale",2251,0.075,33,"American Brown Ale",12
128,"Dream Crusher Double IPA",2166,0.085,100,"American Double / Imperial IPA",12
128,"Deep Ellum Pale Ale",1827,0.06,NA,"American Pale Ale (APA)",12
128,"Double Brown Stout",1203,0.07,NA,"Baltic Porter",12
128,"Farmhouse Wit",1202,0.048,25,"Saison / Farmhouse Ale",16
128,"Rye Pils Session Lager",1161,0.046,NA,"German Pilsener",12
128,"Dallas Blonde",946,0.052,23,"American Blonde Ale",12
128,"Deep Ellum IPA",943,0.07,70,"American IPA",12
129,"18th Anniversary Gose",2370,0.044,5,"Gose",12
129,"White (2015)",2211,0.046,25,"Witbier",12
129,"BLAKKR",1861,0.099,85,"American Black Ale",12
129,"Firemans #4 Blonde Ale (2013)",1718,0.051,21,"American Blonde Ale",12
129,"The Sword Iron Swan Ale",1290,0.059,NA,"English Pale Ale",12
129,"Hans' Pils (2015)",1091,0.053,52,"German Pilsener",12
129,"Four Squared (2015)",1086,0.06,50,"American Blonde Ale",12
129,"Firemans #4 Blonde Ale (2015)",830,0.051,21,"American Blonde Ale",12
130,"Straub Beer (Current)",2369,0.05,NA,"American Adjunct Lager",12
130,"American Lager",2233,0.041,8,"American Adjunct Lager",12
130,"American Amber",2232,0.041,8,"American Amber / Red Lager",12
130,"American Light",2231,0.032,13,"Light Lager",12
131,"Black Hop IPA",2368,0.068,NA,"American Black Ale",12
132,"Point Special (Current)",2366,0.047,9,"American Adjunct Lager",12
132,"Point Special",2365,0.047,9,"American Adjunct Lager",12
132,"Point Cascade Pale Ale (2013)",2270,0.054,33,"American Pale Ale (APA)",12
132,"Point Special",2228,0.047,9,"American Adjunct Lager",12
132,"Onyx Black Ale",2151,0.052,9,"American Black Ale",12
132,"Beyond The Pale IPA",2150,0.063,64,"American IPA",12
132,"Point Special (2013)",2122,0.047,9,"American Adjunct Lager",12
132,"Point Special (2012)",2121,0.047,9,"American Adjunct Lager",12
132,"Point Special Lager",2115,0.047,9,"American Adjunct Lager",16
132,"St. Benedict's Winter Ale",1450,0.062,NA,"Winter Warmer",12
132,"Point Oktoberfest",1357,0.057,15,"Märzen / Oktoberfest",16
132,"Point Nude Beach Summer Wheat",1225,0.052,7,"American Pale Wheat Ale",16
132,"Point Nude Beach Summer Wheat",816,0.05,7,"American Pale Wheat Ale",12
132,"Point Nude Beach Summer Wheat (2011)",772,0.05,7,"American Pale Wheat Ale",12
132,"Drop Dead Blonde",684,0.035,NA,"American Blonde Ale",12
132,"Three Kings Ale",650,0.049,13,"Kölsch",12
132,"Point Oktoberfest",456,0.057,15,"Märzen / Oktoberfest",12
132,"2012 Black Ale",357,0.054,32,"American Brown Ale",12
132,"Point Nude Beach Summer Wheat (2010)",141,0.05,7,"American Pale Wheat Ale",12
132,"Point Cascade Pale Ale",140,0.054,33,"American Pale Ale (APA)",12
132,"Point Amber Classic",139,0.047,14,"American Amber / Red Lager",12
132,"Point Special Lager",138,0.047,9,"American Adjunct Lager",12
133,"O’Malley’s IPA",2343,0.075,89,"American IPA",12
133,"O’Malley’s Irish Style Cream Ale",2342,NA,NA,"Cream Ale",12
133,"L'il Lucy's Hot Pepper Ale",2341,0.049,28,"Chile Beer",12
133,"Drop Kick Ale",2340,0.052,NA,"American Amber / Red Ale",12
133,"Royal Lager",2364,NA,NA,"American Pale Lager",16
133,"Rip Van Winkle (Current)",2348,0.08,NA,"Bock",12
133,"O’Malley’s Stout",2344,NA,NA,"English Stout",12
134,"2014 IPA Cicada Series",2362,0.075,72,"American IPA",16
134,"Sinister Minister Black IPA",2346,0.077,65,"American IPA",16
134,"Jack the Sipper",2320,0.053,45,"Extra Special / Strong Bitter (ESB)",12
134,"Devil's Harvest Extra Pale Ale",2297,0.058,60,"American Pale Ale (APA)",12
134,"Suzy B Dirty Blonde Ale",2296,0.05,20,"American Blonde Ale",12
134,"Mississippi Fire Ant",1745,0.08,80,"American Amber / Red Ale",16
134,"Hipster Breakfast",1120,0.058,40,"Oatmeal Stout",16
134,"Suzy B Dirty Blonde Ale",1118,0.05,20,"American Blonde Ale",16
134,"Devil's Harvest Extra Pale Ale",1117,0.058,60,"American Pale Ale (APA)",16
135,"Axe Head Malt Liquor",2361,0.099,NA,"American Malt Liquor",24
135,"Huber Bock (2014)",2359,0.054,NA,"Bock",16
135,"Minhas Light (2012)",2358,0.04,NA,"Light Lager",12
135,"Huber",2282,0.05,NA,"American Pale Lager",12
135,"Clear Creek Ice",2281,0.062,NA,"American Pale Lager",16
