"style","brewery_id","beer_name","beer_id","abv","ibu","ounces","brewery_name","brewery_city","brewery_state","num_of_states","popularity"
"American Black Ale",131,"Black Hop IPA",2368,0.068,NA,12,"Shebeen Brewing Company","Wolcott"," CT",19,"high"
"American Black Ale",388,"CuDa Cascadian Dark Ale",1536,0.074,NA,16,"Natian Brewery","Portland"," OR",19,"high"
"American Black Ale",142,"Wandering Pelican",2013,0.082,65,12,"Cigar City Brewing Company","Tampa"," FL",19,"high"
"American Black Ale",398,"CAPT Black IPA",1478,0.073,55,12,"Ruhstaller Beer Company","Sacramento"," CA",19,"high"
"American Black Ale",193,"Dark Voyage Black IPA (2013)",2227,0.065,80,12,"Capital Brewery","Middleton"," WI",19,"high"
"American Black Ale",278,"Midnight Ryder",729,0.065,80,12,"Indeed Brewing Company","Minneapolis"," MN",19,"high"
"American Black Ale",76,"Cold Press",2496,0.06,NA,12,"Bent Paddle Brewing Company","Duluth"," MN",19,"high"
"American Black Ale",516,"Eclipse Black IPA",556,0.077,71,16,"Crabtree Brewing Company","Greeley"," CO",19,"high"
"American Black Ale",132,"Onyx Black Ale",2151,0.052,9,12,"Stevens Point Brewery","Stevens Point"," WI",19,"high"
"American Black Ale",388,"CuDa Cascadian Dark Ale (2012)",746,0.074,NA,16,"Natian Brewery","Portland"," OR",19,"high"
"American Black Ale",223,"Epitome",2094,0.099,100,16,"Carton Brewing Company","Atlantic Highlands"," NJ",19,"high"
"American Black Ale",207,"Next Adventure Black IPA",1566,0.062,NA,16,"Fort George Brewery","Astoria"," OR",19,"high"
"American Black Ale",14,"Black",2631,0.058,NA,12,"Perrin Brewing Company","Comstock Park"," MI",19,"high"
"American Black Ale",157,"Mothman Black IPA",2313,0.067,71,12,"Greenbrier Valley Brewing Company","Lewisburg"," WV",19,"high"
"American Black Ale",256,"Brontide",1631,0.05,NA,12,"Stillwater Artisanal Ales","Baltimore"," MD",19,"high"
"American Black Ale",76,"Bent Paddle Black Ale",1261,0.06,34,12,"Bent Paddle Brewing Company","Duluth"," MN",19,"high"
"American Black Ale",531,"Black Adder IBA (Current)",383,0.073,85,16,"Buckbean Brewing Company","Reno"," NV",19,"high"
"American Black Ale",315,"Masked Bandit IPA",1540,0.07,NA,16,"Piney River Brewing Company","Bucryus"," MO",19,"high"
"American Black Ale",330,"Bronx Black Pale Ale",1747,0.057,46,16,"The Bronx Brewery","Bronx"," NY",19,"high"
"American Black Ale",25,"Black Beer'd",2607,0.068,NA,16,"Burn 'Em Brewing","Michigan City"," IN",19,"high"
"American Black Ale",61,"Alter Ego",2287,0.055,NA,12,"4 Hands Brewing Company","Saint Louis"," MO",19,"high"
"American Black Ale",256,"Brontide",1983,0.05,NA,12,"Stillwater Artisanal Ales","Baltimore"," MD",19,"high"
"American Blonde Ale",129,"Firemans #4 Blonde Ale (2013)",1718,0.051,21,12,"Real Ale Brewing Company","Blanco"," TX",35,"high"
"American Blonde Ale",153,"Turnrow Harvest Ale",2321,0.055,NA,12,"Tin Roof Brewing Company","Baton Rouge"," LA",35,"high"
"American Blonde Ale",265,"True Blonde Ale",70,0.053,NA,12,"Ska Brewing Company","Durango"," CO",35,"high"
"American Blonde Ale",61,"Send Help",2544,0.045,18,12,"4 Hands Brewing Company","Saint Louis"," MO",35,"high"
"American Blonde Ale",334,"Sprocket Blonde Ale (2006)",1735,0.05,NA,12,"David's Ale Works","Diamond Springs"," CA",35,"high"
"American Blonde Ale",205,"Kaua'i Golden Ale",2183,0.049,NA,12,"Hawai'i Nui Brewing Co.","Hilo"," HI",35,"high"
"American Blonde Ale",213,"Easy Livin' Summer Ale",1301,0.045,NA,12,"Crow Peak Brewing Company","Spearfish"," SD",35,"high"
"American Blonde Ale",388,"Undun Blonde Ale",1537,0.053,NA,16,"Natian Brewery","Portland"," OR",35,"high"
"American Blonde Ale",459,"Peninsula Brewers Reserve (PBR)",1187,0.05,15,12,"Kenai River Brewing Company","Soldotna"," AK",35,"high"
"American Blonde Ale",108,"Moe's Original Bar B Que 'Bama Brew Golden Ale",1500,0.047,NA,12,"Bonfire Brewing Company","Eagle"," CO",35,"high"
"American Blonde Ale",300,"Blueberry Blonde Ale",773,0.05,12,12,"Matt Brewing Company","Utica"," NY",35,"high"
"American Blonde Ale",132,"Drop Dead Blonde",684,0.035,NA,12,"Stevens Point Brewery","Stevens Point"," WI",35,"high"
"American Blonde Ale",160,"SUM'R",1212,0.04,17,12,"Uinta Brewing Company","Salt Lake City"," UT",35,"high"
"American Blonde Ale",505,"Carolina Blonde Light (2005)",782,0.035,NA,12,"Carolina Beer & Beverage","Mooresville"," NC",35,"high"
"American Blonde Ale",128,"Dallas Blonde",946,0.052,23,12,"Deep Ellum Brewing Company","Dallas"," TX",35,"high"
"American Blonde Ale",387,"Miner's Gold",709,0.05,NA,16,"Revolution Brewing","Paonia"," CO",35,"high"
"American Blonde Ale",103,"King Street Blonde Ale",1665,0.049,NA,12,"King Street Brewing Company","Anchorage"," AK",35,"high"
"American Blonde Ale",505,"Carolina Blonde (2006)",783,0.05,NA,12,"Carolina Beer & Beverage","Mooresville"," NC",35,"high"
"American Blonde Ale",505,"Carolina Lighthouse (2007)",784,0.04,NA,12,"Carolina Beer & Beverage","Mooresville"," NC",35,"high"
"American Blonde Ale",366,"Dirty Blonde Chocolate Ale",1275,0.048,NA,12,"Great River Brewery","Davenport"," IA",35,"high"
"American Blonde Ale",524,"This Season's Blonde",597,0.056,27,12,"Aspen Brewing Company","Aspen"," CO",35,"high"
"American Blonde Ale",242,"Kadigan",2042,0.056,30,12,"New Republic Brewing Company","College Station"," TX",35,"high"
"American Blonde Ale",399,"Oval Beach Blonde Ale",1477,0.05,11,16,"Saugatuck Brewing Company","Douglas"," MI",35,"high"
"American Blonde Ale",315,"Float Trip Ale",1335,0.045,18,16,"Piney River Brewing Company","Bucryus"," MO",35,"high"
"American Blonde Ale",490,"Blue Point Summer Ale",667,0.044,16,12,"Blue Point Brewing Company","Patchogue"," NY",35,"high"
"American Blonde Ale",92,"Sol Drifter",2209,0.043,18,12,"Madtree Brewing Company","Cincinnati"," OH",35,"high"
"American Blonde Ale",108,"Live Local Golden Ale",1421,0.047,NA,12,"Bonfire Brewing Company","Eagle"," CO",35,"high"
"American Blonde Ale",387,"Miner's Gold",219,NA,NA,12,"Revolution Brewing","Paonia"," CO",35,"high"
"American Blonde Ale",516,"Trigger Blonde Ale",716,0.048,NA,16,"Crabtree Brewing Company","Greeley"," CO",35,"high"
"American Blonde Ale",54,"Nordic Blonde",2556,0.057,27,12,"Bent Brewstillery","Roseville"," MN",35,"high"
"American Blonde Ale",14,"Gold",2632,0.048,15,12,"Perrin Brewing Company","Comstock Park"," MI",35,"high"
"American Blonde Ale",493,"Sunsplash Golden Ale (2004)",922,0.045,NA,12,"Stone Coast Brewing Company","Portland"," ME",35,"high"
"American Blonde Ale",337,"Summer Honey",168,0.047,NA,12,"Big Sky Brewing Company","Missoula"," MT",35,"high"
"American Blonde Ale",199,"Double D Blonde (2013)",1390,0.049,20,12,"Hop Valley Brewing Company","Springfield"," OR",35,"high"
"American Blonde Ale",316,"Lost River Blonde Ale",1789,0.049,NA,16,"Cutters Brewing Company","Avon"," IN",35,"high"
"American Blonde Ale",111,"5:00 O'Clock Afternoon Ale",1005,0.05,25,16,"Renegade Brewing Company","Denver"," CO",35,"high"
"American Blonde Ale",528,"Jon Boat Coastal Ale",559,0.045,20,12,"Intuition Ale Works","Jacksonville"," FL",35,"high"
"American Blonde Ale",328,"Gossamer Golden Ale",149,0.042,NA,16,"Half Acre Beer Company","Chicago"," IL",35,"high"
"American Blonde Ale",551,"Wind River Blonde Ale",323,0.05,NA,16,"Wind River Brewing Company","Pinedale"," WY",35,"high"
"American Blonde Ale",175,"NOLA Blonde Ale",484,0.049,NA,12,"New Orleans Lager & Ale Brewing ...","New Orleans"," LA",35,"high"
"American Blonde Ale",119,"Bombshell Blonde",44,0.05,20,12,"Southern Star Brewing Company","Conroe"," TX",35,"high"
"American Blonde Ale",69,"Farmer's Daughter Blonde",2516,0.051,17,16,"Red Shedman Farm Brewery and Hop...","Mt. Airy"," MD",35,"high"
"American Blonde Ale",108,"Brush Creek Blonde",798,0.048,NA,16,"Bonfire Brewing Company","Eagle"," CO",35,"high"
"American Blonde Ale",380,"Bring Back the Beach Blonde Ale",1185,0.055,NA,16,"Grey Sail Brewing of Rhode Island","Westerly"," RI",35,"high"
"American Blonde Ale",199,"Double D Blonde",2195,0.049,20,12,"Hop Valley Brewing Company","Springfield"," OR",35,"high"
"American Blonde Ale",27,"Blonde Czich",2604,0.049,23,16,"Evil Czech Brewery","Mishawaka"," IN",35,"high"
"American Blonde Ale",366,"Great River Golden Ale",1446,0.048,NA,12,"Great River Brewery","Davenport"," IA",35,"high"
"American Blonde Ale",416,"Tybee Island Blonde",1407,0.047,17,12,"Coastal Empire Beer Company","Savannah"," GA",35,"high"
"American Blonde Ale",229,"Boathouse Blonde",2076,0.049,15,12,"Geneva Lake Brewing Company","Lake Geneva"," WI",35,"high"
"American Blonde Ale",49,"805",1733,0.047,20,12,"Firestone Walker Brewing Company","Paso Robles"," CA",35,"high"
"American Blonde Ale",457,"The Farmer's Daughter",700,0.048,NA,16,"Lucette Brewing Company","Menominie"," WI",35,"high"
"American Blonde Ale",408,"Sawtooth Ale",1411,0.054,NA,12,"Bitter Root Brewing","Hamilton"," MT",35,"high"
"American Blonde Ale",113,"Deception",2412,0.045,16,12,"Black Market Brewing Company","Temecula"," CA",35,"high"
"American Blonde Ale",85,"Pick Axe Blonde Ale",58,NA,NA,12,"Keweenaw Brewing Company","Houghton"," MI",35,"high"
"American Blonde Ale",154,"Knotty Blonde Ale",2319,0.04,18,12,"Three Creeks Brewing","Sisters"," OR",35,"high"
"American Blonde Ale",215,"1836",2125,0.06,40,12,"Buffalo Bayou Brewing Company","Houston"," TX",35,"high"
"American Blonde Ale",189,"Towhead",2237,0.052,21,12,"Mother's Brewing","Springfield"," MO",35,"high"
"American Blonde Ale",134,"Suzy B Dirty Blonde Ale",1118,0.05,20,16,"Southern Prohibition Brewing Com...","Hattiesburg"," MS",35,"high"
"American Blonde Ale",268,"Beach Blonde",1927,0.049,10,16,"Cape Cod Beer","Hyannis"," MA",35,"high"
"American Blonde Ale",498,"THP Light (2006)",868,NA,NA,12,"Cans Bar and Canteen","Charlotte"," NC",35,"high"
"American Blonde Ale",73,"Dirty Blonde Ale",534,0.045,8,12,"Atwater Brewery","Detroit"," MI",35,"high"
"American Blonde Ale",183,"Horny Toad Cerveza",2214,0.053,25,16,"COOP Ale Works","Oklahoma City"," OK",35,"high"
"American Blonde Ale",367,"Mustang Golden Ale",421,0.053,10,12,"Mustang Brewing Company","Mustang"," OK",35,"high"
"American Blonde Ale",450,"Blacktop Blonde",362,0.05,19,12,"TailGate Beer","San Diego"," CA",35,"high"
"American Blonde Ale",252,"Barrio Tucson Blonde",1343,0.045,NA,12,"Barrio Brewing Company","Tucson"," AZ",35,"high"
"American Blonde Ale",108,"Slow & Steady Golden Ale",1548,0.047,NA,12,"Bonfire Brewing Company","Eagle"," CO",35,"high"
"American Blonde Ale",204,"Humpback Blonde Ale",2184,0.042,22,12,"Mehana Brewing Co.","Hilo"," HI",35,"high"
"American Blonde Ale",277,"Montauk Summer Ale",1907,0.056,28,12,"Montauk Brewing Company","Montauk"," NY",35,"high"
"American Blonde Ale",166,"Great Crescent Blonde Ale (2011)",389,0.053,22,16,"Great Crescent Brewery","Aurora"," IN",35,"high"
"American Blonde Ale",68,"Beach Blonde",2518,0.05,NA,12,"3 Daughters Brewing","St Petersburg"," FL",35,"high"
"American Blonde Ale",153,"Tin Roof Blonde Ale",529,0.045,18,12,"Tin Roof Brewing Company","Baton Rouge"," LA",35,"high"
"American Blonde Ale",236,"Back East Golden Ale",1426,0.049,NA,12,"Back East Brewing Company","Bloomfield"," CT",35,"high"
"American Blonde Ale",44,"Babbling Blonde",1103,0.053,NA,12,"Rivertowne Brewing Company","Export"," PA",35,"high"
"American Blonde Ale",124,"Summer Ale",2376,0.049,NA,12,"Ipswich Ale Brewery","Ipswich"," MA",35,"high"
"American Blonde Ale",166,"Beer Agent Re-Ignition",2303,0.053,22,16,"Great Crescent Brewery","Aurora"," IN",35,"high"
"American Blonde Ale",33,"Casper White Stout",1523,0.06,NA,12,"James Page Brewing Company","Stevens Point"," WI",35,"high"
"American Blonde Ale",483,"Farmer John's Multi-Grain Ale",968,0.056,21,16,"Confluence Brewing Company","Des Moines"," IA",35,"high"
"American Blonde Ale",94,"Cougar",1851,0.048,25,12,"Rhinegeist Brewery","Cincinnati"," OH",35,"high"
"American Blonde Ale",49,"805 Blonde Ale",1957,0.047,NA,12,"Firestone Walker Brewing Company","Paso Robles"," CA",35,"high"
"American Blonde Ale",464,"Terlingua Gold",1154,0.06,NA,12,"Big Bend Brewing Company","Alpine"," TX",35,"high"
"American Blonde Ale",70,"Honey Badger Blonde",2510,0.047,19,16,"Appalachian Mountain Brewery","Boone"," NC",35,"high"
"American Blonde Ale",17,"Hinchtown Hammer Down",2284,0.05,27,16,"Flat 12 Bierwerks","Indianapolis"," IN",35,"high"
"American Blonde Ale",228,"The Tradition",1809,0.05,15,12,"DC Brau Brewing Company","Washington"," DC",35,"high"
"American Blonde Ale",453,"All American Blonde Ale",1219,0.05,NA,12,"Centennial Beer Company","Edwards"," CO",35,"high"
"American Blonde Ale",134,"Suzy B Dirty Blonde Ale",2296,0.05,20,12,"Southern Prohibition Brewing Com...","Hattiesburg"," MS",35,"high"
"American Blonde Ale",129,"Firemans #4 Blonde Ale (2015)",830,0.051,21,12,"Real Ale Brewing Company","Blanco"," TX",35,"high"
"American Blonde Ale",302,"Celestial Blonde Ale",900,0.065,NA,16,"Old Forge Brewing Company","Danville"," PA",35,"high"
"American Blonde Ale",249,"Half Full Bright Ale",1361,0.052,18,12,"Half Full Brewery","Stamford"," CT",35,"high"
"American Blonde Ale",363,"Hilliard's Blonde",724,0.049,20,16,"Hilliard's Beer","Seattle"," WA",35,"high"
"American Blonde Ale",347,"Riverwalk Blonde Ale",1672,0.06,25,12,"Manzanita Brewing Company","Santee"," CA",35,"high"
"American Blonde Ale",183,"Horny Toad Cerveza (2013)",169,0.053,25,16,"COOP Ale Works","Oklahoma City"," OK",35,"high"
"American Blonde Ale",129,"Four Squared (2015)",1086,0.06,50,12,"Real Ale Brewing Company","Blanco"," TX",35,"high"
"American Blonde Ale",166,"Great Crescent Blonde Ale",1699,0.053,22,16,"Great Crescent Brewery","Aurora"," IN",35,"high"
"American Blonde Ale",280,"Barstool American Golden Ale",981,0.045,NA,12,"Foolproof Brewing Company","Pawtucket"," RI",35,"high"
"American Blonde Ale",362,"Phat Chance",971,0.052,27,12,"Wild Onion Brewing Company","Lake Barrington"," IL",35,"high"
"American Blonde Ale",170,"Aviator Raspberry Blonde",2293,0.049,25,12,"Crooked Fence Brewing Company","Garden City"," ID",35,"high"
"American Blonde Ale",394,"Big Rod Coconut Ale",1325,0.053,16,12,"Miami Brewing Company","Miami"," FL",35,"high"
"American Blonde Ale",454,"Mother Ale",1159,0.056,46,12,"Denali Brewing Company","Talkeetna"," AK",35,"high"
"American Blonde Ale",199,"Double D Blonde (2011)",498,0.049,20,12,"Hop Valley Brewing Company","Springfield"," OR",35,"high"
"American Blonde Ale",257,"Golden Wing Blonde Ale",350,0.047,NA,16,"Finch's Beer Company","Chicago"," IL",35,"high"
"American Blonde Ale",31,"SunSpot Golden Ale",1934,0.05,15,12,"SanTan Brewing Company","Chandler"," AZ",35,"high"
"American Blonde Ale",388,"Undun Blonde Ale (2012)",654,0.053,NA,16,"Natian Brewery","Portland"," OR",35,"high"
"American Blonde Ale",450,"Blacktop Blonde",622,0.05,19,24,"TailGate Beer","San Diego"," CA",35,"high"
"American Blonde Ale",119,"Bombshell Blonde",856,0.05,20,16,"Southern Star Brewing Company","Conroe"," TX",35,"high"
"American Blonde Ale",386,"Shipyard Export",727,0.051,NA,12,"Shipyard Brewing Company","Portland"," ME",35,"high"
"American Blonde Ale",310,"Galena Golden",1152,0.043,NA,12,"Sockeye Brewing Company","Boise"," ID",35,"high"
"American Blonde Ale",536,"Great Falls Select Pale Ale",506,NA,NA,12,"Harvest Moon Brewing Company","Belt"," MT",35,"high"
"American Blonde Ale",288,"Local Buzz",1872,0.052,20,12,"Four Corners Brewing Company","Dallas"," TX",35,"high"
"American Brown Ale",394,"Gator Tail Brown Ale",1507,0.053,30,12,"Miami Brewing Company","Miami"," FL",29,"high"
"American Brown Ale",328,"Over Ale",352,0.06,NA,16,"Half Acre Beer Company","Chicago"," IL",29,"high"
"American Brown Ale",472,"33 Select Brown Ale",1058,0.065,26,16,"Okoboji Brewing Company","Spirit Lake"," IA",29,"high"
"American Brown Ale",61,"Cast Iron Oatmeal Brown",2324,0.055,NA,12,"4 Hands Brewing Company","Saint Louis"," MO",29,"high"
"American Brown Ale",408,"Blown Out Brown",1441,0.052,NA,12,"Bitter Root Brewing","Hamilton"," MT",29,"high"
"American Brown Ale",46,"Tallgrass Pub Ale",1009,0.044,12,16,"Tallgrass Brewing Company","Manhattan"," KS",29,"high"
"American Brown Ale",166,"Great Crescent Brown Ale",649,0.045,36,16,"Great Crescent Brewery","Aurora"," IN",29,"high"
"American Brown Ale",67,"Texicali ",2526,0.065,33,12,"Freetail Brewing Company","San Antonio"," TX",29,"high"
"American Brown Ale",205,"Hapa Brown Ale",2180,0.064,NA,12,"Hawai'i Nui Brewing Co.","Hilo"," HI",29,"high"
"American Brown Ale",85,"Lift Bridge Brown Ale",59,NA,NA,12,"Keweenaw Brewing Company","Houghton"," MI",29,"high"
"American Brown Ale",150,"Sweet Josie",2326,0.061,30,12,"Lonerider Brewing Company","Raleigh"," NC",29,"high"
"American Brown Ale",77,"Best Brown",1955,0.058,NA,16,"Bell's Brewery","Kalamazoo"," MI",29,"high"
"American Brown Ale",85,"Widow Maker Black Ale",60,NA,NA,12,"Keweenaw Brewing Company","Houghton"," MI",29,"high"
"American Brown Ale",142,"Sugar Plum",2012,0.055,NA,12,"Cigar City Brewing Company","Tampa"," FL",29,"high"
"American Brown Ale",337,"Moose Drool Brown Ale (2009)",34,0.051,26,12,"Big Sky Brewing Company","Missoula"," MT",29,"high"
"American Brown Ale",92,"Gnarly Brown",1125,0.07,32,12,"Madtree Brewing Company","Cincinnati"," OH",29,"high"
"American Brown Ale",366,"Barrel Aged Farmer",1574,0.07,22,16,"Great River Brewery","Davenport"," IA",29,"high"
"American Brown Ale",400,"Squeaky Bike Nut Brown Ale",1476,0.04,NA,16,"Moab Brewery","Moab"," UT",29,"high"
"American Brown Ale",46,"Tallgrass Ale",103,0.044,22,16,"Tallgrass Brewing Company","Manhattan"," KS",29,"high"
"American Brown Ale",108,"Demshitz Brown Ale",996,0.058,NA,12,"Bonfire Brewing Company","Eagle"," CO",29,"high"
"American Brown Ale",142,"Maduro Brown Ale",571,0.055,25,12,"Cigar City Brewing Company","Tampa"," FL",29,"high"
"American Brown Ale",63,"The Brown Note",2539,0.05,20,16,"Against The Grain Brewery","Louisville"," KY",29,"high"
"American Brown Ale",167,"The Deuce",933,0.07,NA,16,"Oskar Blues Brewery","Longmont"," CO",29,"high"
"American Brown Ale",25,"Wrath of Pele",2608,0.065,NA,16,"Burn 'Em Brewing","Michigan City"," IN",29,"high"
"American Brown Ale",379,"Duke's Cold Nose Brown Ale",1188,0.06,NA,12,"Bold City Brewery","Jacksonville"," FL",29,"high"
"American Brown Ale",128,"Oak Cliff Coffee Ale",2251,0.075,33,12,"Deep Ellum Brewing Company","Dallas"," TX",29,"high"
"American Brown Ale",14,"Hotbox Brown",2633,0.055,10,12,"Perrin Brewing Company","Comstock Park"," MI",29,"high"
"American Brown Ale",547,"Common Sense Kentucky Common Ale",382,0.053,22,16,"Upstate Brewing Company","Elmira"," NY",29,"high"
"American Brown Ale",47,"Brownstone",778,0.059,47,16,"Sixpoint Craft Ales","Brooklyn"," NY",29,"high"
"American Brown Ale",97,"Peanut Butter Jelly Time",2446,0.058,NA,12,"Catawba Valley Brewing Company","Morganton"," NC",29,"high"
"American Brown Ale",337,"Moose Drool Brown Ale (2011)",767,0.051,26,12,"Big Sky Brewing Company","Missoula"," MT",29,"high"
"American Brown Ale",62,"Coffee Bender",17,0.051,45,16,"Surly Brewing Company","Brooklyn Center"," MN",29,"high"
"American Brown Ale",241,"Get Up Offa That Brown",991,0.055,20,16,"Golden Road Brewing","Los Angeles"," CA",29,"high"
"American Brown Ale",366,"Farmer Brown Ale",655,0.07,22,16,"Great River Brewery","Davenport"," IA",29,"high"
